meal_name,diet_type,cost_inr,ingredients,num_ingredients,calories,prep_time,protein,fat,carbs,vegan,vegetarian,keto,paleo,gluten_free,mediterranean,is_healthy
Vegan Buddha Bowl,Veg,199,"quinoa, chickpeas, avocado, sweet potato, kale, tahini",1.0,0.3018181818181818,0.18,0.8136711657615774,0.7681403651473315,0.1449895207416349,1,1,0,0,1,0,0
Cauliflower Rice Bowl,Veg,171,"cauliflower, bell peppers, broccoli, tofu, soy sauce",0.3636363636363636,0.8763636363636363,0.86,0.8672115274828336,0.2168410013644569,0.0903704653697427,1,1,0,1,1,0,0
Eggplant Parmesan,Veg,196,"eggplant, marinara sauce, mozzarella, parmesan, basil",0.3636363636363636,0.76,0.54,0.2072322039951712,0.6391213570311884,0.2534193687294449,0,1,0,0,0,1,0
Tofu Stir Fry,Veg,168,"tofu, broccoli, carrots, snap peas, soy sauce, sesame oil",0.7272727272727273,0.46,0.48,0.9928411601951702,0.1363390008039048,0.6967912209108647,1,1,0,0,0,0,0
Keto Omelette,Veg,123,"eggs, spinach, mushrooms, cheddar cheese, avocado",0.8181818181818182,0.6781818181818182,0.76,0.7282219245196041,0.0154169864737666,0.3386075867015471,0,0,1,0,1,0,1
Shrimp Zoodles,Non-veg,324,"shrimp, zucchini noodles, garlic, lemon, parmesan",0.1818181818181818,0.3945454545454545,0.74,0.5813423443475582,0.2744062801735085,0.0738852388175275,0,0,1,1,1,0,1
Vegan Curry,Veg,171,"tofu, coconut milk, sweet potato, peas, curry paste",0.3636363636363636,0.64,0.7,0.1928399086240975,0.323740940155272,0.2228394005364392,1,1,0,0,0,0,0
Keto Avocado Salad,Non-veg,224,"avocado, bacon, hard boiled egg, mixed greens, ranch dressing",0.5454545454545454,0.9381818181818182,0.86,0.2348993291957961,0.5409261388329358,0.8838825240065178,0,0,1,1,1,0,0
Cauliflower Rice Bowl,Veg,161,"cauliflower, bell peppers, broccoli, tofu, soy sauce",0.1818181818181818,0.6909090909090909,0.04,0.1912895339031483,0.0520266119970443,0.3764299986450631,1,1,0,1,1,0,0
Paleo Chicken Bowl,Non-veg,290,"grilled chicken, sweet potato, broccoli, avocado, olive oil",0.0,0.6418181818181818,0.44,0.4675804201385541,0.0598497043755495,0.5623941671252722,0,0,1,1,1,0,0
Vegan Buddha Bowl,Veg,204,"quinoa, chickpeas, avocado, sweet potato, kale, tahini",0.3636363636363636,0.8654545454545455,0.6,0.7586984394678645,0.1704627917826473,0.4077929774051419,1,1,0,0,1,0,0
Eggplant Parmesan,Veg,186,"eggplant, marinara sauce, mozzarella, parmesan, basil",1.0,0.7254545454545455,0.22,0.9862584172413892,0.4756369787183261,0.3805270862134821,0,1,0,0,0,1,0
